epoch,train_loss,train_acc,val_loss,val_acc
0,14.642404492696127,0.5511111269394556,14.713887759617396,0.5142857304641179

1,11.284528827667236,0.660000017285347,13.855290821620397,0.5952381108488355

2,11.302472241719563,0.6600000182787578,11.780182021004814,0.6380952596664429

3,11.126472536722819,0.6488889048496882,12.691539355686732,0.6190476353679385

4,9.571817652384441,0.6866666843493779,14.511903354099818,0.6047619240624564

5,9.074165630340577,0.7333333492279053,11.697526114327568,0.6809523957116264

6,9.463141282399496,0.7155555705229442,11.220941407339913,0.642857164144516

7,8.890269819895426,0.7177777936061224,11.20019142968314,0.6952381091458457

8,8.334392579396566,0.7444444586833318,11.842770985194615,0.628571446452822

9,8.35071840286255,0.7288889040549597,9.752343927110944,0.7095238268375397

10,7.958005062739054,0.771111124753952,9.081880433218819,0.6809523957116264

11,8.361895910898845,0.7311111261447271,10.771494524819511,0.7142857313156128

12,7.434150854746501,0.7644444584846497,8.522806678499494,0.7095238268375397

13,6.940392939249675,0.7844444572925567,5.477920259748187,0.8095238208770752

14,6.567590951919556,0.7800000131130218,6.9271493298666815,0.7761904895305634

15,5.122698911031088,0.8400000095367431,8.736686434064593,0.6904762089252472

16,6.768199872970581,0.8066666781902313,14.68542378289359,0.6380952554089683

17,6.096494928995768,0.8222222328186035,7.113013199397495,0.7952381074428558

18,6.876740010579427,0.7977777898311615,6.903579030718122,0.8095238208770752

19,5.881593259175618,0.8111111223697662,6.87518971306937,0.800000011920929

20,6.186163210868836,0.7977777898311615,8.24821172441755,0.7476190626621246

21,5.6694408814112345,0.83333334227403,7.024762766701834,0.8190476298332214

22,5.151382788022359,0.8577777862548828,7.9239228112357,0.7714285850524902

23,4.992604740460714,0.8355555653572082,9.247794696262904,0.7857142984867096

24,4.709547972679138,0.86888889670372,5.34857041495187,0.8238095343112946

25,5.006631310780843,0.848888897895813,8.604682411466326,0.7809523940086365

26,4.9114256779352825,0.8622222304344177,5.909808806010655,0.8142857253551483

27,4.635671222209931,0.8466666758060455,4.050673757280622,0.8761904835700989

